"","Link","ID","Title","Area","Number_of_Rooms","Price","Condition","Year_of_Construction","Comfort_level","Floor","Floors_of_Building","Elevator","Inner_height","Heating","Bathroom_and_Toilet","Orientation","View","Garden_Connection","Attic","Parking","Description","Overhead","Balcony"
"102","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31848355","31848355","8. kerület, Baross tér",36," 1 ",NA,"felújítandó",NA,"nincs megadva","3","3","nincs","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva"," VIII. Keleti pályaudvarnál a Baross téren eladó egy 3. emeleten található, 36 nm-es, teljesen felújítandó, galériázott, belsõ parkra nézõ, világos, tehermentes lakás.Irányár: 18,9 Mft. ",NA,NA
"103","https://ingatlan.com/ix-ker/elado+lakas/csuszozsalus-lakas/31563239","31563239","9. kerület, Ifjúmunkás utca",36," 1 ",NA,"felújítandó",NA,"összkomfortos","2","4","nincs","3 m-nél alacsonyabb","távfûtés egyedi méréssel","egy helyiségben","nyugat","kertre nézõ","nincs megadva",NA,"utca, közterület - fizetõs övezet"," IX. kerületben a József Attila lakótelepen kínálunk eladásra egy remek adottságokkal rendelkezõ 36 nm-es második emeleti, egy szobás felújítandó garzon lakást!Az ingatlan abszolút különlegességnek minõsül, nagy konyhával, nagy fürdõszobával, gardróbbal és kamrával rendelkezik! A fürdõszoba megközelíthetõ a szoba illetve az elõszoba irányából is, ennek köszönhetõen lehetõség van külön wc, külön fürdõ kialakítására is!Nyugati tájolású a lakás, ezért egész délután napos és egy csendes parkra néz!A fûtést a társasház korszerûsítette, a radiátorokon egyedi mérõórák találhatóak!Közös költség: 6.600 Ft. ",NA,NA
"104","https://ingatlan.com/xiii-ker/elado+lakas/panel-lakas/31929393","31929393","13. kerület, Váci út",35," 2 ",NA,"felújítandó",NA,"összkomfortos","5","nincs megadva","nincs megadva","nincs megadva","távfûtés","egy helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","utca, közterület"," Eladó panellakás FIX ÁRON, végrehajtói portfólióból, per -és tehermentesen !Eladásra kínáljuk ezt a 35nm-es, felújítandó panellakást, 13.kerületben, Váci úton.Az ingatlan 1 + 1 félszobás, rendezett lépcsõház 5. emeletén található.További részletekért keresse irodánkat bizalommal !",NA,"nincs megadva"
"105","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31930378","31930378","8. kerület, Illés utca",40," 1 ",NA,"felújítandó",NA,"összkomfortos","2","3","nincs","3 m vagy magasabb","nincs megadva","egy helyiségben","nincs megadva","udvari","nincs megadva","nem tetõtéri","utca, közterület - fizetõs övezet"," Vissza nem térõ befektetési lehetõség, gyors haszonnal!Áron alul eladó!Eladó az Illés utcában rendezett házban, közvetlenül a Baross utcánál egy 2.emeleti, udvari 30nm es, bruttó 40nm es felújítandó lakás.Házban biztonsági kamera, biztonsági rács!A lakásban most lettek cserélve vadonatúj nyílászárók (hõszigetelt, biztonsági 5 ponton záródó bejárati ajtó-felül hõszigetelt ablakkal + 2 db nagy méretû hõszigetelt ablak) 500,000ft!Valamint egy vadonatúj galéria is most került be 250,000 ft!A lakás ára 14,99 millió ft!A már beépített 750,000ft-on kívül a + felújítási költség nagyjából 2,2 millió ft!Felújítás után a lakás azonnal tovább értékesíthetõ 20,49 millió ft-os irányáron.Realizálható profit eladás után hozzávetõlegesen nagyjából 3-3,5 millió ft!Aki nem akar bajlódni a felújítással, esetleg a felújítást is vállalni tudjuk!Referenciával!Ne habozzon, mert nem lesz meg sokáig!Szép napot :-) ",NA,NA
"106","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31932539","31932539","8. kerület, Karácsony Sándor utca",33," 1 ",NA,"jó állapotú","2001-2010 között","nincs megadva","3","4","nincs","nincs megadva","házközponti","nincs megadva","nincs megadva","utcai","nincs megadva","nincs megadva","nincs megadva"," ***Eladó 33 nm-es, 3. emeleti lakás 2003-ban épült házban!*** Eladó egy 3. emeleti, 33 nm-es, 1 szobás, francia erkélyes lakás a 8. kerületben, a Teleki László tér szomszédságában. Az ingatlanban házközponti fûtés van, melynek díját, valamint a víz díját is tartalmazza a közös költség, ami 23 ezer Ft. A villany egyedi mérés alapján kerül elszámolásra. A lakás csendes, világos, 1/1 tulajdonú, tehermentes és azonnal birtokba vehetõ. Közvetlen közelben található a megújult Orczy park rengeteg kikapcsolódási lehetõséggel, a Ludovika Aréna, valamint a Campus tér a Közszolgálati Egyetemmel. Szintén nagyon rövid idõn belül megközelíthetõ a Semmelweis Egyetem, valamint az Óbudai Egyetem Tavaszmezõ utcai intézménye. Kiadásra befektetés szempontjából kiváló választás, de saját célra is rendkívül ideális. A közlekedés kiváló, pár percen belül elérhetõ: 24-es villamos, 37-es villamos, 9-es, 99-es buszok és 83-as troli. ","23 000 Ft/hó",NA
"107","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31932504","31932504","8. kerület, Fiumei út",35," 1 + 1 fél ",NA,"felújítandó","1950 elõtt","nincs megadva","3","4","nincs","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","utcai","nincs megadva","nincs megadva","nincs megadva"," ***** Fiumei úti, 35nm-es, 3. emeleti, felújítandó, könnyen 2 szobássá alakítható, szuper lokációjú lakás eladó!!! ******A Teleki és a II. János Pál pápa tér közvetlen közelében, utcai nézetû, délkeleti tájolású, 35nm valós alapterületû, felújítandó lakás várja jövõbeni tulajdonosát.A lakás 3. emeleti, biztonsági ráccsal ellátott folyosórésszel és már új mûanyag biztonsági bejárati ajtóval és ablakkal szerelt. Jelenleg 2 bejárattal bír.Az épület belül jó állapotú, karbantartása folyamatos, lakóközössége összetartó, barátságos.Tágas belsõ udvarral rendelkezik, ahol a társasháztól udvari,zárt parkoló bérelhetõ.Semmelweis Egyetem, Természettudományi Múzeum ill. János Pál pápa téri és Keleti pályaudvar metro állomás karnyújtásnyira helyezkedik el.Közlekedése kiváló 24, 28, 28A, 37, 37A villamosok és számos buszok megállója a közelben találhatóak, bevásárlási lehetõségek (Teleki téri LIDL és II. János Pál pápa téri Tesco expressz) szintén a közvetlen közelben elérhetõek.Amennyiben felkeltettem érdeklõdését, kérem keressen bizalommal.Ügyfeleim részére teljes körû ügyintézést vállalok az OTP Bank által biztosított hitel, CSOK, más pénzügyi szolgáltatásainkkal kapcsolatban, valamint az adásvételhez tapasztalt ügyvédi segítséget is biztosítok. ","10 000 Ft/hó",NA
"108","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31930594","31930594","8. kerület, Kõris utca",42," 1 ",NA,"nincs megadva",NA,"összkomfortos","3","4","nincs","3 m vagy magasabb","gáz (cirko)","egy helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","utca, közterület","   Virtuális séta az ingatlanban  icomTagManagerEvent.addExtraFeatureEvent('megjelenes', 'virtualisSeta'); Azonnal költözhetõ, jól átalakítható, átlagos állapotú, csendes, világos lakást kínálunk megvételre közel az egyetemekhez.Kattintson a kék színnel jelölt” virtuális séta” feliratra, jöjjön nézzen be a lakásba!Az ingatlanban 9 éve teljes körû felújítást végeztek, - kicserélték a nyílászárókat, a bejárati ajtó kivételével - elektromos vezetékek cseréje - villany-, és gáz vezetékrendszer cseréje is megtörtént.A lakás fûtését és meleg víz ellátását gázcirkó biztosítja.A falakon festhetõ tapéta van, TISZTASÁGI festés után az ingatlan azonnal beköltözhetõ.A szoba faparkettás, a többi helyiségben hidegburkolat van.A 8 nm-es konyha ablaka a körfolyosóra néz, mellette kamra van, amelynek ablaka lifthofra nyílik.A fürdõszoba ablaka szintén a lifthofra nyílik, így a természetes szellõztetése megoldott. Amennyiben ön még egy szobát igényelne a 22 nm-es szoba könnyedén átalakítható amerikai konyhás nappalivá, de galéria is felállítható mivel a lakás belmagassága 3,5 mA lakó közösség rendezett, csendes, a lépcsõház tiszta.A lakás rezsije alacsony,a közös költség havonta 8.800,- Ft, a víz, gáz, villany az ön fogyasztása alapján kerül kiszámlázásra.A környék közlekedése és infrastruktúrája kifejezetten jó, parkolás a ház elõtt a széles utcán lehetséges, kerületi lakosoknak parkolási engedély kiválható, ennek birtokában ingyenes.Az ingatlan irányára. 22,5 M Ft, amelyet rugalmasan tudok mutatni, hívását hétvégén is fogadom.",NA,NA
"109","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31927202","31927202","8. kerület, Józsefváros – Orczynegyed",43," 2 ",NA,"felújítandó","1950-1980 között","összkomfortos","2","2","nincs","3 m-nél alacsonyabb","elektromos","egy helyiségben","délnyugat","utcai","nem","legfelsõ emelet, nem tetõtéri","önálló garázs - benne van az árban"," Azonnali költözéssel, de banki hitelre is megvásárolható egy világos jó beosztású 2. emeleti lakás.Beosztása: 1 szoba, nappali, fürdõszoba - WC -vel, konyha - étkezõvel. Közös költség: 11.000.-Ft. Hívhat a hét minden napján. Nézze meg, és biztosan meg fogunk egyezni! A minõségi szolgáltatás mellett teljes körû hitelügyintézésben is díjtalanul tudok segíteni!",NA,NA
"110","https://ingatlan.com/viii-ker/elado+lakas/panel-lakas/31925969","31925969","8. kerület, Tömõ utca 40-46.",30," 1 ",NA,"közepes állapotú",NA,"összkomfortos","3","nincs megadva","van","3 m-nél alacsonyabb","távfûtés","egy helyiségben","nincs megadva","panorámás","nincs megadva","nincs megadva","utca, közterület"," A Klinikák megállónál a SOTE közelében, a panelprogramban szépen felújított, gondozott házban a harmadik emeleten egyszobás, 30nm, összkomfortos, távfûtéses, loggiás lakás eladó a budai hegyekre kilátással. A lakásban pár éve cserélve lett a bejárati ajtó, a loggia nyílászárója, a radiátorok. A konyha és a fürdõszoba lett még teljesen felújítva és berendezve. A szobában parketta van.Nagyon jó a lakóközösség és a gondnok. Ingatlanos ne keressen!!!Csáki Judit ","9 550 Ft/hó","részt vett"
"111","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31925842","31925842","8. kerület, Teleki László tér",36," 1 + 1 fél ",NA,"felújítandó","1950 elõtt","összkomfortos","3","3","nincs","3 m vagy magasabb","gáz (konvektor)","egy helyiségben","nincs megadva","nincs megadva","nincs megadva","nem tetõtéri","nincs megadva"," VIII. kerület Teleki László térnél Bauer Sándor utcában eladó egy jelenleg 1 szobás, de 1,5 szobássá alakítható, felújítandó állapotú, egyedi konvektoros fûtésû, világos lakás. A szoba 19,8 nm, a konyha ami félszobává alakítható 8,3 nm. Fürdõszoba és wc egy helyiségben található. Az ingatlan belmagassága 3,6 méter. Tehermentes, érdemes megnézni.Az ingatlan irányára: 19 millió forint ",NA,NA
"112","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31925749","31925749","8. kerület, Józsefváros – Magdolnanegyed",33," 1 ",NA,"jó állapotú","2001-2010 között","összkomfortos","3","nincs megadva","nincs","3 m-nél alacsonyabb","házközponti","nincs megadva","kelet","utcai","nincs megadva","nem tetõtéri","nincs megadva"," VIII. kerületben, a megújult Teleki tér közelében 2004-es építésû, zárt lépcsõházas társasházban megvételre kínálunk egy jó adottságokkal rendelkezõ nappali-konyhás felújított garzont. A lakás 33 nm, keleti fekvésû, világos, francia erkéllyel rendelkezik.Az ingatlan a harmadik emeleten található, nincs lift, de a 260 cm-es belmagasság miatt nem jelent nagy igénybevételt a feljutás.A lakóközösség rendezett. A közös költség 23700 Ft, ebben benne van a fûtés, a víz, ezen felül csak az áramot kell fizetni.Hívjon, és tegyen ajánlatot ! ",NA,NA
"113","https://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/31924580","31924580","13. kerület, Angyalföld",32," 1 ",NA,"jó állapotú","1950-1980 között","összkomfortos","1","nincs megadva","van","nincs megadva","gáz (cirko)","külön helyiségben","kelet","nincs megadva","nincs megadva","nincs megadva","nincs megadva"," Jó állapotú garzonlakást kínálunk eladásra a XIII kerületben!A lakást a tulajdonos felújította, gáz-cirkó fûtés, illetve mûanyag nyílászárók kerültek beépítésre.Keleti fekvésének köszönhetõen egész nap világos lakás.Belmagasságának köszönhetõen, galéria is kialakítható!Minimális fenntartási költségekkel fenntartható, kiváló befektetési célra is!Amennyiben elnyerte tetszését, várom megtisztelõ hívását! ","7 000 Ft/hó",NA
"114","https://ingatlan.com/vi-ker/elado+lakas/tegla-epitesu-lakas/31923841","31923841","6. kerület, Külsõ-Terézváros",31," 1 ",NA,"jó állapotú",NA,"összkomfortos","3","3","nincs","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","udvari","nincs megadva","legfelsõ emelet, nem tetõtéri","utca, közterület - fizetõs övezet"," Körültekintõ Ingatlan 06LV8307VI. Terézvárosban, III. emeleti, egy szobás, galériázott tégla lakás eladó.Városrész:VI. TerézvárosIngatlan jellege:LakásNappalik száma:1Hasznos lakóterület:31 m2Közmû:Víz, Villany, Gáz, Csatorna, VízóraFûtés:Héra-cserépkályhaVI. Terézvárosban, közel a Városligethez III. emeleti, egy szobás, galériázott tégla lakás eladó. Belmagassága 3,6 m.A lakás átlagos állapotú, tisztasági festés után költözhetõ, de frissítésre szorul. A kéményt már korszerûsítették.Fekvése keleti, a körfolyosóra, belsõ udvarra néz.A lakáshoz saját, 2 nm-es tároló is tartozik.Az épület szépen karbantartott, a közös költség 12.000,- Ft. ",NA,NA
"115","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31923671","31923671","8. kerület, Józsefváros – Magdolnanegyed",33," 1 ",NA,"jó állapotú","2001-2010 között","nincs megadva","3","nincs megadva","nincs megadva","3 m-nél alacsonyabb","házközponti","nincs megadva","kelet","utcai","nincs megadva","nem tetõtéri","nincs megadva"," Felújított, azonnal költözhetõ világos utcai lakás eladó 2004-es építésû házban !!!VIII. kerületben, a megújult Teleki tér közelében 2004-es építésû zárt lépcsõházas társasházban eladásra kínálunk egy jó adottságokkal rendelkezõ nappali-konyhás felújított garzont. A lakás 33 nm-es, keleti fekvésû, világos, francia erkéllyel rendelkezik. Az ingatlan a harmadik emeleten található, nincs lift, de a 260 cm-es belmagasság miatt nem jelent nagy igénybevételt a feljutás.A lakóközösség rendezett. A közös költség 23700 Ft, ebben benne van a fûtés, a víz, ezen felül csak az áramot kell fizetni.Hívjon, és tegyen ajánlatot !Referencia szám: H421172 ",NA,NA
"116","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31922002","31922002","8. kerület, Lujza utca",39," 1 ",NA,"közepes állapotú","1950 elõtt","összkomfortos","3","3","nincs","3 m vagy magasabb","gáz (konvektor)","egy helyiségben","kelet","utcai","nincs megadva","legfelsõ emelet, nem tetõtéri","utca, közterület"," Eladásra kínáljuk a VIII. kerületben a Lujza utca elején ezt az átlagos állapotú III.emeleti, 39nm-es lakást.A ház belülrõl szépen karbantartott, és rendezett az udvara.A lakásban az ablakok mûanyagra lettek cserélve, a bejárati ajtó pedig több ponton záródó biztonsági ajtó.Fûtését tekintve konvektoros, bélelt kéménnyel, ami megkönnyíti az esetleges cirkó fûtés bevezetését. A melegvizet pedig villanybojler szolgáltatja.A fürdõszoba felújításra szorul.A lakás közös költsége 8900. -forint. Körülbelül két emberre az összes rezsi 20.000 ft!!!!Nézze meg a képeket, és hívjon bizalommal! ",NA,NA
"117","https://ingatlan.com/vii-ker/elado+lakas/tegla-epitesu-lakas/31921806","31921806","7. kerület, Dembinszky utca",34," 1 ",NA,"jó állapotú","1950 elõtt","összkomfortos","5","5","van","3 m-nél alacsonyabb","gáz (cirko)","egy helyiségben","nincs megadva","utcai","nincs megadva","nincs megadva","utca, közterület - fizetõs övezet"," Az ingatlan a VII. kerületben, közvetlenül a Városligetnél, a Dembinszky utca végén helyezkedik el.Kiváló közlekedési adottságokkal rendelkezik: 30as, 30A, 230as, autóbusz, 70es, 74es, 75ös, 79M trolibusz megálló helyben.ÉPÜLET JELLEMZÕI:Az épület 1920-as években épült, kívül-belül kiváló felújított állapotú, a lakók kényelmét lift biztosítja. Kiváló lakóközösség, mindig történnek felújítások.INGATLAN JELLEMZÕI:Az ingatlan: 34 m2-nettó alapterületû,dél-keleti fekvésû, világos, csendes, 5 emeleti, szoba ( 20 m2), kis  konyha, tágas fürdõszoba (káddal )+WC, elõszoba, nagy beépítettszekrény teszi élhetõvé  a napjainkat.GÉPÉSZET, BELSÕÉPÍTÉSZET:A lakás karbantartott állapotú, felújított gáz ( cirkó) fûtésrendszer, új lapradiátorok, hangszigetelt nyílászáró+redõny+szúnyogháló,új biztonsági ajtó, kiváló aljzatra lerakott fa parketta, simára glettelt falak.KÖLTSÉGEK:Közös költség 9.800 Ft/ hó amely magában foglalja a korlátlan hideg víz fogyasztást, a felújítási alapot, a takarítást, a szemétdíjat, a közös villany fogyasztást, a biztosítást. Nagyon alacsony rezsi költségek.Ha elnyerte a tetszését.Hétvégén is hívjon bizalommal aközvetítés díjtalan!Érdeklõdni:Laczkó Attila ","15 000 Ft/hó",NA
"118","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31920613","31920613","8. kerület, Dobozi utca",33," 1 ",22,"újszerû","1950-1980 között","komfortos","1","3","nincs","3 m vagy magasabb","gáz (konvektor), elektromos","egy helyiségben","délnyugat","udvari","nem","nem tetõtéri","utca, közterület","   Bemutatóvideó az ingatlanról  icomTagManagerEvent.addExtraFeatureEvent('megjelenes', 'bemutatoVideo'); ^ ^ ^ ^ ^ ^ ^ ^ ^ TEKINTSE MEG A HIRDETÉS SZÖVEG FELETT SZEREPLÕ KÉK SZÍNÛ ""BEMUTATÓVIDEÓ AZ INGATLANRÓL"" GOMB ALATTI REKLÁMFILMET! A VIDEÓ FULL HD 1080P60-ban is megtekinthetõ! ^ ^ ^ ^ ^ ^ ^ ^ ^Eladó MINÕSÉGIEN FELÚJÍTOTT GARZON lakás az ORCZY TÉRNÉL.A VIII. kerületben, a DOBOZI utcában, tulajdoni lapon és a valóságban is 33 nm alapterületû, FIATALOS kialakítású, ELSÕ EMELETI lakás várja új tulajdonosát.A lakás ideális azon személyek számára, akik kitûnõ állapotú kész lakást keresnek akár magán, akár befektetés céljára!Az ingatlan a lokációjából és kialakításából adódóan rövid illetve hosszútávú bérbeadásra is kiválóan alkalmas!A lakás elosztása: elõtér konyha-étkezõvel, fürdõ-mosdó egy helységben, kamra, szoba galériával (+4,8 nm)<U+2714> TEHERMENTES - AZONNAL KÖLTÖZHETÕ!<U+2714> ÚJSZERÛ - 2020-ban mûszakilag és esztétikailag is magas minõségû, teljeskörû felújítás történt az ingatlanon (részletes leírás lásd alább)<U+2714> ALACSONY FENNTARTÁSI KÖLTSÉGÛ <U+2714> RÉSZBEN BÚTOROZOTT (lásd asztalos által készített egyedi konyhabútorzat)<U+2714> CSENDES<U+2714> NAPFÉNYES – DNY-i fekvés<U+2714> TÁGAS BELTÉR – 3M-es belmagassággal<U+2714> KIVÁLÓ KÖRNYÉK (KELETI PÁLYAUDVAR, ORCZY TÉR, TELEKI LÁSZLÓ TÉR, VÁSÁRCSARNOK, SEMMELWEIS EGYETEM a közelben)<U+2714> KIVÁLÓ KÖZLEKEDÉS (2M, 24, 28, 28A, 62 villamos 2-3 perc sétatávolságon belül)<U+2714> RENDEZETT ANYAGI HÁTTERÛ TÁRSASHÁZ, felújításra váró homlokzattalRezsiköltség: Fogyasztás alapján - egyedi mérõórákkalKözös költség: 6.250 HUF/hóFelújítás részletezése:<U+2714> Új korszerû, thermo üveges nyílászárók (bejárati ajtó, 3 ablak) <U+2714> Új beltéri ajtók <U+2714>Új villanyhálózat, új szerelvényekkel <U+2714> Új vízvezeték-rendszer, új szerelvényekkel ( zuhanykabin, bojler, mosdó, WC, mosogató) <U+2714> Új burkolatok: az elõtérben, fürdõben és spejzban hidegburkolat, a szobában laminált parketta került lerakásra <U+2714>Új konyhabútor, mely egyedi tervezésû, asztalos által készített <U+2714> Új, egyedi, asztalos által készített fekvõgaléria, melynek területe 4,8 nm, ennyivel növelve a 33 nm-es alapterületet <U+2714> A lakás frissen festveAz ingatlan PER- ÉS TEHERMENTES - 30 napon belül költözhetõ!HÍVJON BIZALOMMAL a hét MINDEN NAPJÁN 9:00 és 21:00 között! ",NA,NA
"119","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31920051","31920051","8. kerület, Nagy Fuvaros utca",38," 1 ",NA,"közepes állapotú","1950 elõtt","összkomfortos","2","3","nincs","3 m vagy magasabb","gáz (konvektor)","egy helyiségben","kelet","udvari","nincs megadva","legfelsõ emelet, nem tetõtéri","nincs megadva"," A Csarnoknegyedben, a II. János Pál pápa tértõl 1 percre eladó ez a jó állapotú, galériázott, világos lakás.A lakás a társasház utcái részétõl távol helyezkedik el, ennek köszönhetõen rendkívül csendes. A körfolyósóról egy kis elõszobába lépünk be, innen a viszonylag tágas konyhába megyünk tovább. A konyhától balra helyezkedik el a szoba. Két ablaknak köszönhetõen egész nap világos. A lakás alapterületét fekvõ galériával növelték meg. A konyha mögött helyezkedik el a kádas fürdõszoba, illetve egy kamra helyiség. A lakás klímával fel van szerelve, továbbá a nyílászárók cseréje is megtörtént. A lakás kedvezõ adottságai lehetõvé teszik, hogy a belsõ falak mozgatásával egy amerikai konyhás nappali + hálószobás lakássá alakítható.A közös költség 11.900 Ft/hónap, minden közmû egyénileg mért. Elhelyezkedésének köszönhetõen befektetésnek is ideális választás! A társasház jelentõs tartalékkal rendelkezik, tavaly a körfolyósokat újították fel, közeljövõben gerincvezetékek cseréje és a tetõ egy részének felújítása történik meg!Kizárólag irodánk kínálatában! Jöjjön el és tekintse meg! A hét MINDEN napján kereshet 8-22 óra között telefonon, viberen, whatsappon! Irodánk kedvezõ közvetítõi jutalék ellenében az Ön ingatlanának értékesítésében is közremûködhet! ",NA,NA
"120","https://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/31918192","31918192","13. kerület, Szent László út 26.",34," 1 ",NA,"jó állapotú","1950-1980 között","komfortos","4","4","van","3 m-nél alacsonyabb","gáz (konvektor)","egy helyiségben","nincs megadva","utcai","nem","legfelsõ emelet, nem tetõtéri","utca, közterület - fizetõs övezet"," Eladó a XIII. kerületben levõ kis lakásom.A lakás 34 nm2-es 1 szobás,a konyha fölött elszeparált nagy galériával.Szoba szép,magas világos,keletre nézõ panorámás ablakos,konyha a virágos,csendes gangról nyílik.Kicsi de szépen felújított fürdõszoba tartozik még a lakáshoz Rendes, felújított téglaépítésû ,liftes ház 4. emeletén van. Lakók csendesek,rendesek, kerület infrasrtuktúrája gyorsan terjeszkedik.Környezet:Cba a ház elõtt,pékség a házban, fitness terem,fodrász,körmös,kozmetika szemben,Lidl, Rossmann,Spar, posta, bankok, lakóépület közelében néhány perc sétával elérhetõ a 13. kerületi Önkormányzat, orvosi rendelõ, 5 percre.Közlekedése kiváló. 20E,30,30A,32 busz 2 percre,14 villamos 105 busz megállója 5 perc távolságra van, M3 M2 Metró pár perc busszal, ezáltal a Belváros is gyorsan és könnyen megközelíthetõ. . Gépkocsival M3 autópálya bevezetõje pár perc alatt elérhetõIrányár:22,2Kérem ingatlanosok ne keressenek! ","25 000 Ft/hó",NA
"121","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31917784","31917784","8. kerület, Népszínház utca",31," 1 ",NA,"jó állapotú","1950 elõtt","nincs megadva","3","3","nincs","3 m vagy magasabb","gáz (konvektor)","egy helyiségben","délnyugat","nincs megadva","nincs megadva","nem tetõtéri","nincs megadva"," Eladó a II. János Pál tértõl egy perc sétára, a Népszínház utcában, egy 31 nm-es, jó állapotú, csendes, NAPFÉNYES, KLÍMÁS, BÚTOROZOTT garzonlakás.Az ingatlan egy jó állapotú polgári ház harmadik emeletén található.A lakás helyiségei: szoba, konyha, fürdõszoba, elõtér.A két nagy ablakos, napfényes szobában egy galéria került kialakításra. Az ablakok az egyszintes szomszédos házakra néznek, így a természetes napfény állandó a lakásban.Fûtése gázkonvektor, melynek fûtésköltsége kb. 6.000,-Ft/hó átlagban.Közös költség: 9.230,-Ft/hóA háznak remek az infrastruktúrája, közelben metró-, busz- és villamosmegállók valamint boltok, a Teleki piac, iskolák és egyetemek is akár gyalogosan elérhetõek.Elsõsorban egyedülállóknak, diákoknak vagy fiatal pároknak ajánlom, de elhelyezkedése miatt befektetésnek is kitûnõ.Hamarosan kezdõdik a Népszínház utca rehabilitációja, új közösségi terek jönnek létre, sõt, az ide kerülõ növények miatt kizöldül az utca.Hívjon bizalommal! ","9 000 Ft/hó",NA
"122","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31917303","31917303","8. kerület, Delej utca",36," 1 ",NA,"jó állapotú","1950 elõtt","összkomfortos","1","5","nincs","3 m vagy magasabb","nincs megadva","egy helyiségben","délkelet","kertre nézõ","nem","nem tetõtéri","utca, közterület - ingyenes"," Tisztviselõ telepen!Eladásra kínálunk a Tisztviselõ telepen egy 36-m2-es, 1-em, NAPFÉNYES erkélyes lakást.Ha van olyan, aki szeretne egy napfényes lakást az megtalálta az igazit.Az ingatlant csendes nyugodt környezet, kiváló közlekedés jellemez.A társasház folyamatosan részt vesz pályázatokon és végez felújításokat.Parkolás zárt udvarban, 24 órás portaszolgálat biztosítja a beléptetést. ","8 800 Ft/hó",NA
"123","https://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/31914494","31914494","13. kerület, Angyalföld",42," 2 ",NA,"közepes állapotú","1950-1980 között","összkomfortos","2","3","nincs","3 m vagy magasabb","gáz (konvektor)","nincs megadva","nyugat","kertre nézõ","nincs megadva","nincs megadva","utca, közterület"," XIII. kerületben, a Béke tér közvetlen közelében, kiváló közlekedés mellett, második emeleti, nyugati fekvésû csendes belsõ kertre nézõ, két külön nyíló szobás, jó állapotú ingatlan tégla építésû társasházban.INGATLAN ELOSZTÁSA: Elõszoba, konyha, két hálószoba, zuhanyzós fürdõ és a wc egy helyiségben.MÛSZAKI, ESZTÉTIKAI JELLEMZÕK: Az egyik szoba laminált parkettás a másik szoba hagyományos fa parkettás. Mindkét szoba galériázott.A közmûvek egyedi mérés alapján fizetendõek.A fûtésrõl egyedi gázfûtés gondoskodik.Az ingatlan 2 külön helyrajzi számon szerepel. A tulajdonos pár évvel ezelött hozzá vásárolta a 28m2-es ingatlanához a mellette elhelyezkedõ 14m2-es ingatlant, melyet összenyitott és részben felújított.Tehermentes, 1/1 tulajdonú és azonnal költözhetõ!KÖRNYÉK, INFRASTRUKTÚRA: Kiválóan fejlõdõ környezet, játszóterek, iskolák, óvodák, SPAR, Lidl, Rossman, kisboltok és sok egyéb más vásárlási lehetõség.Béke téren található az önkormányzat, egészségügyi rendelõ.KÖZLEKEDÉS: 14-es villamos és 105-ös, a Petneházy utcában a 32-es busz közlekedik a belváros és Újpest Központ is pár perc alatt elérhetõ.AZ ÁR IRÁNYÁR!AZ INGATLAN BANKI HITELRE IS MEGVÁSÁROLHATÓ. VEVÕINK RÉSZÉRE A KÖZVETÍTÉS DÍJMENTES. A HIRDETÉSBEN SZEREPLÕ ADATOK TÁJÉKOZTATÓ JELLEGÛEK.   TECNOCASA weboldala   ",NA,NA
